Name	Biografie
Völlers, Marja-Liisa	Geboren am 28. September 1984 in Bückeburg evangelisch-lutherisch ledig. 2004 Abitur am Ratsgymnasium Stadthagen; 2004 bis 2010 Lehramtsstudium für Gymnasien und Gesamtschulen an der Universität Bielefeld, Abschlüsse: Master of Education , 1. Staatsexamen für das Lehramt an Gymnasien und Gesamtschulen; 2010 bis 2012 Studienreferendariat für das Lehramt an Gymnasien und Gesamtschulen am Studienseminar Paderborn, Abschluss mit der 2. Staatsprüfung; seit 2012 Studienrätin an der Integrierten Gesamtschule Schaumburg in Stadthagen. Stellvertretende Vorsitzende der Arbeiterwohlfahrt (AWO) Kreisverband Nienburg, Vorsitzende der Kreisgruppe Nienburg in der Sozialdemokratischen Gemeinschaft für Kommunalpolitik, Mitglied in der Gewerkschaft, Erziehung und Wissenschaft (GEW), Ortsfeuerwehr Münchehagen, TSV Loccum, Dörpverein Münchehagen. Seit 2011 Mitglied des Ortsrats Münchehagen, Mitglied im Rat der Stadt Rehburg-Loccum, seit 2016 Abgeordnete im Kreistag des Landkreises Nienburg/Weser, seit 2011 Mitglied in diversen Fachausschüssen. Wahlkreisbüros: Bürgerbüro Nienburg Georgstraße 28 31582 Nienburg Telefon: 05021 - 922 71 80 E-Mail: marja.voellers.wk@bundestag.de Bürgerbüro Stadthagen Obernstraße 18 31655 Stadthagen Telefon: 05721 - 994 73 50 E-Mail: marja.voellers.wk02@bundestag.de
Vöpel, Dirk	Geboren am 29. Mai 1971 in Oberhausen geschieden ein Kind. 1975 bis 1977 Städtischer Kindergarten am Rechenacker, Oberhausen-Alstaden; 1977 bis 1981 Landwehr-Grundschule am Rechenacker, Oberhausen-Alstaden; 1981 bis 1991 Elsa-Brändström-Gymnasium, Oberhausen; 1991 Abitur; 1991 bis 1993 Zivildienst beim Arbeitskreis Behinderter und Nichtbehinderter (Katholisches Stadthaus Mülheim an der Ruhr); 1993 Beginn eines Studiums der Rechtswissenschaften an der Ruhruniversität Bochum. Seit 1998 Gründer und Geschäftsführer der SAV ( Service Agentur Vöpel) Firma für Dienstleistungen mit Ausrichtung auf den Bereich Neue Medien. Bereits nach kurzer Zeit liegt der Schwerpunkt der Tätigkeit im Bereich IT-Handel und IT-Service. 1988 Eintritt in die SPD; 1988 Leiter der Juso-AG im Ortsverein Oberhausen-West; 1992 bis 1994 Vorsitzender der Oberhausener Jungsozialisten; 1995 bis 2005   Stellvertretender Vorsitzender des Ortsvereins Oberhausen-West; seit Februar 2005 Vorsitzender des Ortsvereins Oberhausen-West; 1989 bis 1994 Bürgermitglied im Umweltausschuss der Stadt Oberhausen; 1994 bis 1999 Mitglied der Bezirksvertretung Alt-Oberhausen; seit Oktober 1999 Mitglied des Rates der Stadt Oberhausen; 2000 Gründungsmitglied des Arbeitskreises „Neue Medien“ der Sozialdemokratischen Gemeinschaft für Kommunalpolitik NRW; seit 2011 Bezirksbürgermeister von Alt-Oberhausen; seit 2015 Vorsitzender SPD-Unterbezirk Oberhausen.
Vries, Christoph de	Geboren am 4. Dezember 1974 in Hamburg römisch-katholisch verheiratet drei Kinder. 1994 Abitur an der katholischen Sankt-Ansgar-Schule in Hamburg-Borgfelde; 2022 Abschluss als Diplom Soziologe an der Univ. Hamburg; seit 1995 Mitglied der Jungen Union und der CDU; 2015 Kreisvorsitzender der CDU Hamburg-Mitte; 2016 stellvertretender Landesvorsitzender der CDU Hamburg; 2001 bis 2011 Bezirksabgeordneter in der Bezirksversammlung Hamburg-Mitte; 2004 bis 2008 Fraktionsvorsitzender; 2008 bis 2011 stellvertretender Fraktionsvorsitzender; 2011 bis 2015 Mitglied der Hamburgischen Bürgerschaft, Familienpolitischer Sprecher, Obmann im Sonderausschuss Chantal, Obmann im parl. Untersuchungsausschuss zum Tode des Mädchen Yagmur; MdB seit 2017; Mitglied der Deutsch-Österreichischen und Deutsch-Polnischen Parlamentariergruppe; Mitglied im Innenausschuss; Vorsitzender der ARGE Elbe; Mitglied des Vorstands der Gruppe der Vertriebenen, Aussiedler und deutschen Minderheiten; Mitglied im PKM.
Wadephul, Dr. Johann David	Geboren am 10. Februar 1963 in Husum evangelisch-lutherisch verheiratet drei Kinder. 1981 Abitur an der Meldorfer Gelehrtenschule; 1982 bis 1986 Zeitsoldat der Bundeswehr (Major d. R.); 1986 bis 1991 Studium der Rechtswissenschaften an der Christian-Albrechts-Universität Kiel; 1991 erste juristische Staatsprüfung; 1995 große juristische Staatsprüfung; 1995 bis 2000 Tätigkeit in einer Lübecker Anwaltssozietät; 1996 Promotion zum Dr. jur.; Fachanwalt für Medizin- und Sozialrecht. Seit 2001 selbstständiger Rechtsanwalt in Neumünster. 1982 Eintritt in die CDU und Junge Union, 1992 bis 1996 Landesvorsitzender der JU Schleswig-Holstein; 1997 bis 2000 Generalsekretär der CDU Schleswig-Holstein; 2000 bis 2002 Landesvorsitzender der CDU Schleswig-Holstein; 30. Januar 2006 Vorsitzender des CDU-Kreisverbandes Rendsburg-Eckernförde; Vorsitzender des Berufungsausschusses für Zahnärzte im Zulassungsbezirk Schleswig-Holstein, Vorsitzender des Beschwerdeausschusses der Vertragsärzte und Krankenkassen in Schleswig-Holstein; seit 27. April 2005 Vorsitzender der CDU-Landtagsfraktion; seit der 15. Wahlperiode Mitglied des Landtages (2000).
Wagener, Niklas	Geboren am 16. April 1998 in Aschaffenburg.
Wagener, Robin	Geboren am 16. August 1980 in Bielefeld evangelisch-lutherisch verheiratet zwei Kinder. 1999 Abitur am Gymnasium im Schulzentrum Lohfeld, Bad Salzuflen, anschließend 2000 und 2001 Zivildienst im Rettungsdienst bei der Feuerwehr Detmold. 2002 bis 2008 Studium der Rechtswissenschaft an der Universität Bielefeld, 2008 und 2009 wissenschaftliche Hilfskraft an der Universität Bielefeld und 2009 bis 2012 das Rechtsreferendariat am OLG Hamm mit Stationen u.a. im Landeskirchenamt der Evangelischen Kirche von Westfalen, bei der Staatsanwaltschaft Detmold, in der Justizvollzugsanstalt Detmold und an der Deutschen Hochschule für Verwaltungswissenschaften in Speyer absolviert. 2012 bis 2013 stv. Programmleiter des Programms „richtig einsteigen“ zur Verbesserung der Studieneingangsphase an der Universität Bielefeld. 2013 bis 2015 Referent für Schule, Kultur, Sport, Medien, Urheberrecht und Friedhofswesen beim Städte- und Gemeindebund NRW Seit 2015 Richter in der Sozialgerichtsbarkeit NRW, zunächst in Münster, ab 2017 in Detmold. Davon 2019 bis 2020 abgeordnet an den Zentralen IT-Dienstleister der Justiz in NRW (ITD NRW) als stv. Projektleiter für das bundesweite Projekt zur Entwicklung eines gemeinsamen Fachverfahrens für die Gerichtsbarkeiten und Staatsanwaltschaften (gefa). Ehrenamtliche Tätigkeiten und Mitgliedschaften: Seit 1996 Mitglied im Deutschen Roten Kreuz in verschiedenen Funktionen, dabei 2009 bis 2013 als Bundesleiter des Jugendrotkreuzes Mitglied im Präsidium des Deutschen Roten Kreuzes. In dieser Zeit mehrfach Delegierter des Deutschen Jugendrotkreuzes und des Deutschen Roten Kreuzes in verschiedenen Gremien und Konferenzen der Internationalen Rotkreuz- und Rothalbmondbewegung. Mitglied der Freiwilligen Feuerwehr Bad Salzuflen, seit 2009 beurlaubt aus Zeitgründen. Seit 2017 Prädikant der lippischen Landeskirche in der Kirchengemeinde Bergkirchen und Mitglied unter anderem im Shotokan Karate-Dojo Bad Salzuflen, in der Deutsch-Israelischen Gesellschaft, im Heimat- und Verschönerungsverein Bad Salzuflen (und damit im Lippischen Heimatbund). Seit 1996 Mitglied von Bündnis 90/Die Grünen; 2002 - 2013 und seit 2020 Mitglied im Rat der Stadt Bad Salzuflen; seit 2016 Mitglied im Landesvorstand der Grünen NRW und seit 2015 Vorsitzender des Kreisverbandes Lippe. Mitglied seit 2020 im lippischen Kreistag (als stellvertretender Landrat) und in der Verbandsversammlung des Landesverbandes Lippe. Seit 2021 Mitglied im Hauptausschuss des Städte- und Gemeindebundes NRW und stv. Mitglied im Präsidium des Deutschen Städte- und Gemeindebundes.
Wagenknecht, Dr. Sahra	Geboren am 16. Juli 1969 in Jena. 1988 Abitur in Berlin; 1990 bis 1996 Studium der Philosophie und Neueren Deutschen Literatur in Jena, Berlin und Groningen; September 1996 Abschluss des Studiums in Groningen mit einer Arbeit über Hegel und Marx; Oktober 2012 Promotion zum Dr. rer. pol. in Wirtschaftswissenschaften mit einer Arbeit zum Thema „ The Limits of Choice. Saving Decisions and Basic Needs in Developed Countries “. 1991 bis 1995 und 2000 bis 2007 Mitglied des Parteivorstandes der PDS beziehungsweise der Linkspartei PDS; 1998 Direktkandidatin der PDS zur Bundestagswahl in Dortmund; Juni 2007 bis Mai 2014 Mitglied im Vorstand der Partei Die Linke; Oktober 2007 bis Juli 2010 Mitglied der Programmkommission der Partei Die Linke; Mai 2010 bis Mai 2014 Stellvertretende Vorsitzende der Partei Die Linke; 2004 bis 2009 Mitglied des Europaparlaments; Mitglied im Ausschuss für Wirtschaft und Währung, stellvertretendes Mitglied im Ausschuss für Industrie, Forschung und Energie; November 2011 bis Oktober 2015 Erste stellvertretende Vorsitzende der Fraktion Die Linke; seit Oktober 2015 Vorsitzende der Fraktion Die Linke. Seit 2009 Mitglied des Bundestages.
Wagner, Dr. Carolin	Geboren am 1. Oktober 1982 in Heidelberg römisch-katholisch verheiratet zwei Kinder. Groß geworden und aufgewachsen in einer Gewerkschaftsfamilie in Altenstadt/WN in der Nordoberpfalz; zwei Geschwister. Abitur, Studium und Promotion; ab 2002 Studium in der Domstadt Regensburg. Nach dem Magisterstudium der Germanistik, Politikwissenschaften und Pädagogik an der Universität Regensburg; 2012 Promotion in Deutscher Sprachwissenschaft. Parallel dazu Studiengangkoordinatorin am Institut für Germanistik an der Universität Regensburg. 2013 Wechsel an die Ostbayerische Technische Hochschule (OTH) Amberg-Weiden, dort Leitung des Studien- und Career Service . Wohnhaft in Lappersdorf. Seit 2004 SPD-Mitglied und seit 2007 aktiv in der Parteiarbeit und in diversen Ämtern. Seit 2019 gemeinsam mit Franz Schindler, MdL a.D., Doppelspitze im Bezirksverband der OberpfalzSPD. Seit 2017 Mitglied des Landesvorstandes der BayernSPD. Vor Ort Vorständen des Unterbezirks und Kreisverbands aktiv sowie Vorsitzende des OV Kareth. Nach langjähriger Juso-Tätigkeit (u.a. als Juso-Bezirksvorsitzende der Oberpfalz) Unterstützung der Arbeit der AsF (Arbeitsgemeinschaft sozialdemokratischer Frauen) im UB, Bezirk und auf Landesebene. Neben parteipolitischem  Engagement  Unterstützung der Arbeit von Profamilia Regensburg in der Vorstandschaft. Mitglied bei der GEW, AWO, DRF e.V., Die Johanniter.
Wagner, Johannes	Geboren am 1. August 1991 in Nürnberg ledig. Wohnhaft in Coburg und seit Anfang 2020 Arbeit im Regiomed-Verbundskrankenhaus als Arzt in der Kinderklinik 2011 Abitur am Dientzenhofer-Gymnasium in Bamberg; 2011 bis 2012 anderer Dienst im Ausland (ADiA-Dienst) - ehemals Zivilersatzdienst aber Ende 2010 wurde der Wehrdienst abgeschafft. Ab 2012 Studium der Humanmedizin, zunächst in Erlangen; von 2015 bis 2016 in Cagliari, Italien; zuletzt - ab 2018 in Würzburg, 2019 drittes Staatsexamen. 2012 bis 2013 Inhaber des Deutschlandstipendiums.; 2018 Forschungsaufenthalt in Public Health in Boston 2016 bis 2018 Jugenddelegierter für Nachhaltige Entwicklung bei den Vereinten Nationen, ein Programm des Bundesumweltministeriums (BMU) und des Deutschen Bundesjugendringes (DBJR), Begleitung von Teilen der Bundesregierung zu verschiedenen UN-Konferenzen rund um die „Agenda 2030“ und die „Nachhaltigen Entwicklungsziele“ (SDGs) Seit Ende der Schulzeit Engagement  in verschiedenen Bündnissen, Bewegungen und Vereinen, vor allem zu den Themen Globale Gerechtigkeit, Klimaschutz und Gesundheitspolitik. Mitglied bei folgenden Vereinen und Organisationen: Coburger Radsport e.V. (CoRa); Allgemeiner deutscher Fahrradclub e.V. (ADFC); Verkehrsclub Deutschland e.V. (VCD); Deutscher Alpenverein e.V. (DAV); Deutsche Allianz für Klimawandel und Gesundheit e.V. (KLUG); ÄrztInnen in sozialer Verantwortung e.V. (IPPNW); Deutsche Gesellschaft für Tropenmedizin und Globale Gesundheit e.V. (DTG); Marburger Bund (MB); Deutsche Gesellschaft für die Vereinten Nationen e.V. (DGVN)
Wallstein, Maja	Geboren am 18. März 1986 in Cottbus zwei Kinder. 2006 bis 2010 Bachelorstudium, Bachelor of Arts Politik &amp; Verwaltung/ Polonistik;  2010 bis 2013 Masterstudium, Master of Arts, Verwaltungswissenschaft; 2013 bis 2017 Wissenschaftliche Mitarbeiterin im Deutschen Bundestag; 2017 bis 2018 Elternzeit; 2018 bis 2020 Referentin für politische Kommunikation und Wissenschaftspolitik, Helmholtz-Gemeinschaft Deutscher Forschungszentren e.V.; 2020 Persönliche Referentin des Präsidenten der TH Brandenburg;  2015 bis 2017 Landesvorsitzende der Jusos Brandenburg; seit November 2016 Mitglied im SPD Landesvorstand Brandenburg, Mitgliederbeauftragte seit 2017 Mitglied in der AG für Menschen mit Behinderung der SPD Brandenburg seit Oktober 2019 Vorsitzende des Wissenschaftsforums der Sozialdemokratie in Berlin, Brandenburg und Mecklenburg-Vorpommern e.V.; seit 2020 Europabeauftragte der SPD Brandenburg; seit 2010 Mitglied in der Hochschulinitiative Demokratischer Sozialismus e.V.; seit 2011 Fußball-Schiedsrichterin im NOFV und FLB und Mitglied im Schiedsrichter-Lehrstab des Fußballkreises Havelland.
Walter, Hannes	Geboren am 2. März 1984 in Finsterwalde konfessionslos ledig. Aufgewachsen und wohnhaft in Massen-Niederlausitz. 2000 bis 2004 Berufsausbildung zum KfZ-Mechaniker; 2004 bis 2005 Zweiter Bildungsweg: Fachhochschulreife; 2005 bis 2009 Bachelor Studium „ Business Administration “ an der Hochschule für Wirtschaft und Recht in Berlin; 2009 bis 2012 als Recruiter und Personalberater in verschiedenen Unternehmen tätig; 2012 bis 2014 Master-Studium „Betriebswirtschaftslehre“ an der Universität Freiberg; seit 2014 Betriebswirt im handwerklichen Familienbetrieb. Tätigkeit im Familienunternehmen Automobile Walter &amp; Sohn in Massen. Zuständig unter anderem in kaufmännischer Geschäftsführung über die Rechnungsstellung, Buchhaltung und Kundenbetreuung.  Seit 2003 Mitglied der SPD und Vorsitzender der SPD-Kleine Elster; 2003 bis 2005 und wieder seit 2014 Gemeindevertreter in Massen-Niederlausitz; seit 2014 Vorsitzender der SPD-Fraktion und Vorsitzender des Finanzausschusses in Massen-Niederlausitz; seit 2014 Beisitzer im SPD-UB-Vorstand Elbe-Elster. Vereine und Verbände: seit 2005 Mitglied der Sozialdemokratischen Gemeinschaft für Kommunalpolitik (SGK); Mitglied des TSV Germania Massen e.V.; Mitglied des Vereins zur Förderung des Landlebens Massen Niederlausitz e.V..
Walter-Rosenheimer, Beate	Geboren am 20. November 1964 in Weißenburg (Bayern) geschieden fünf Kinder. Seit 2002 Mitglied von Bündnis 90/Die Grünen; 2003 bis 2009 Sprecherin des Ortsverbands Germering; 2003 bis 2011 Sprecherin des Kreisverbands Fürstenfeldbruck; 2004 bis 2010 Mitglied des Parteirats der bayerischen Grünen; 2004 bis 2008 im Vorstandsteam des Landesarbeitskreises Frauenpolitik der bayerischen Grünen; 2008 bis 2013 Gleichstellungsreferentin im Kreistag Fürstenfeldbruck; 2008 bis 2020 im Vorstandsteam des Landesarbeitskreises Wirtschaft und Finanzen der bayerischen Grünen; 2008 bis 2012 Delegierte der Bundesarbeitsgemeinschaft Wirtschaft; 2008 bis 2018 Kreisrätin im Kreistag Fürstenfeldbruck. 2012 bis 2017 Mitglied des Unterausschusses Kommission zur Wahrnehmung der Belange der Kinder (Kinderkommission) des Deutschen Bundestages, seit 2021 stellvertretendes Mitglied; 2013 bis 2017 Mitglied des Parlamentarischen Beirates für nachhaltige Entwicklung des Deutschen Bundestages; 2013 bis 2021 Mitglied des parlamentarischen Ausschusses für Bildung, Forschung und Technikfolgeabschätzung des Deutschen Bundestages; 2013 bis 2021 Mitglied des parlamentarischen Ausschusses für Familie, Senioren, Frauen und Jugend im Deutschen Bundestag; 2018 bis 2021 Obfrau in der Enquetekommission „Berufliche Bildung in der digitalen Arbeitswelt“; 2013 bis 2021 Sprecherin der Bundestagsfraktion Bündnis 90/Die Grünen für Jugendpolitik, Ausbildung und Weiterbildung; Mitglied des Bundestages seit Januar 2012.
Wanderwitz, Marco	Geboren am 10. Oktober 1975 in Chemnitz, evangelisch, vier Kinder. Rechtsanwalt (Zulassung ruhend seit Berufung zum Parlamentarischen Staatssekretär). Vorsitzender des CDU-Kreisverbandes Zwickau; Mitglied im Bundesvorstand der CDU Deutschlands; ehrenamtlicher Kreisrat des Landkreis Zwickau. Seit 2002 Mitglied des Deutschen Bundestages. Seit Februar 2020 Parlamentarischer Staatssekretär beim Bundesminister für Wirtschaft und Energie; Beauftragter der Bundesregierung für die neuen Bundesländer; Mitglied Kuratorium Liebling Haus White City Center .
Warken, Nina	Geboren am 15. Mai 1979 in Bad Mergentheim/ Deutschland römisch-katholisch verheiratet drei Kinder. 1998 Abitur am Matthias-Grünewald-Gymnasium in Tauberbischofsheim; 1998 bis 2002 Studium der Rechtswissenschaft an der Universität Heidelberg, 2003 Erstes Juristisches Staatsexamen; anschl. Rechtsreferendariat am Landgericht Mosbach; 2005 Zweites Juristisches Staatsexamen. Seit 2006 zugelassen als Rechtsanwältin. Seit 2006 Tätigkeit als Rechtsanwältin in mittelständischen Kanzleien mit den Schwerpunkten Verwaltungs- und Sozialrecht sowie im gewerblichen Rechtsschutz. Von 1999 bis 2014 Mitglied der Jungen Union, seit 2000 Mitglied der CDU; von 2006 bis 2014 stellvertretende Bundesvorsitzende der Jungen Union; Mitglied im Kreisvorstand der CDU Main-Tauber, Mitglied im Bezirksvorstand der Frauen Union Nordwürttemberg, Vorsitzende im Bundesfachausschuss Innere Sicherheit der CDU. Seit 2004 Mitglied im Stadtrat Tauberbischofsheim, 2014 bis 2019 Mitglied im Kreistag des Main-Tauber-Kreises. 2013 bis 2017 Mitglied des Bundestages. Stimmberechtigtes Mitglied der Arbeitsgruppe Migration, Asyl und Integration der Deutsch-Französischen Parlamentarischen Versammlung.
Weeser, Sandra	Geboren am 8. September 1969 in Siegen-Weidenau evangelisch verheiratet zwei Kinder. Studium der Betriebswirtschaft, Abschluss einer kaufmännischen Ausbildung. Einjähriger Studienaustausch in den USA, 1993 bis 1995 Assistentin der Geschäftsleitung in Toulouse/Frankreich. 1995 bis 2004 Mitglied der Geschäftsführung eines mittelständischen Familienunternehmens, 2004 Übernahme der Geschäftsführung. 2011 bis 2016 im Management eines US-amerikanischen Konzerns, seit 2016 Vizepräsidentin SGD Nord des Landes Rheinland-Pfalz. Seit 2013 Stellvertretende Landesvorsitzende der FDP Rheinland-Pfalz; seit 2018 Vorsitzende des Bezirksverbands FDP Koblenz. Seit 2009 Mitglied Verbandsgemeinderat Betzdorf-Gebhardshain, 2010 bis 2016 Mitglied des Aufsichtsrates für das kommunale Molzbergbad, 2016 Mitglied der Koalitionsverhandlungsgruppe zur Rot-Gelb-Grünen Landesregierung, seit 2017 Ortsvorsitzende Betzdorf-Gebhardshain, stellvertretende Landesvorsitzende Liberaler Mittelstand Landesverband Rheinland-Pfalz, Mitglied Liberale Frauen -  stellvertretende Vorsitzende Landesgruppe Südwest. Stimmberechtigtes Mitglied der Arbeitsgruppe Außen- und Verteidigungspolitik und beratendes Mitglied der Arbeitsgruppe Harmonisierung des deutschen und des französischen Wirtschafts- und Insolvenzrechts der Deutsch-Französischen Parlamentarischen Versammlung. Mitglied des Bundestages seit Oktober 2017
